,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,ExistingPolicyTenure,Zone,PaymentMethod,AgentBonus_Per_Policy,SumAssured_Per_Policy
3476,16.0,16.0,Third Party Partner,Salaried,Post Graduate,Male,4,Executive,5.0,Married,21448,2.0,West,Half Yearly,1072.4,189814
3477,42.0,8.0,Agent,Salaried,MBA,Male,2,VP,5.0,Married,38093,13.0,North,Monthly,1676.0,181018
3478,22.0,22.0,Agent,Small Business,Under Graduate,Female,6,Executive,2.0,Married,19586,9.0,West,Yearly,1860.5,333060
3479,24.0,18.0,Agent,Small Business,Diploma,Male,4,AVP,6.0,Single,22444,2.0,North,Half Yearly,1007.0,138957
3480,18.0,27.0,Online,Salaried,Graduate,Male,5,Manager,4.0,Single,22789,9.0,West,Yearly,1139.5,170917
3481,28.0,28.0,Online,Small Business,Under Graduate,Female,4,Senior Manager,4.0,Married,24081,2.0,West,Half Yearly,1400.75,273132
3482,6.0,34.0,Agent,Small Business,Under Graduate,Female,4,Manager,6.0,Single,22897,7.0,North,Half Yearly,954.0,108760
3483,11.0,18.0,Agent,Salaried,Graduate,Male,5,Manager,4.0,Single,23074,3.0,West,Yearly,923.0,157826
3484,16.0,12.0,Agent,Salaried,Post Graduate,Male,4,Executive,2.0,Single,21104,2.0,North,Half Yearly,2005.0,344839
3485,5.0,14.0,Third Party Partner,Large Business,Engineer,Female,4,Manager,4.0,Married,24780,4.0,North,Half Yearly,681.5,95403
3486,11.0,16.0,Agent,Small Business,Diploma,Female,4,Manager,5.0,Married,24134,2.0,North,Half Yearly,531.0,93446
3487,17.0,13.0,Agent,Salaried,MBA,Female,4,Executive,5.0,Married,20644,3.0,West,Half Yearly,660.6,77951
3488,11.0,8.0,Agent,Small Business,Under Graduate,Male,4,Executive,5.0,Married,22205,3.0,North,Half Yearly,755.0,138159
3489,10.0,5.0,Agent,Salaried,Post Graduate,Male,4,Executive,4.0,Married,22434,1.0,West,Half Yearly,1233.75,125854
3490,6.0,9.0,Agent,Small Business,Under Graduate,Male,4,Senior Manager,4.0,Single,27090,1.0,West,Half Yearly,745.0,119196
3491,23.0,4.0,Online,Small Business,Under Graduate,Male,5,Executive,4.0,Married,20465,1.0,West,Yearly,972.0,193445
3492,5.0,26.0,Agent,Salaried,Graduate,Male,4,Manager,5.0,Married,22897,11.0,West,Half Yearly,1053.2,167468
3493,8.0,10.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Married,21524,3.0,West,Half Yearly,645.75,113001
3494,23.0,14.0,Third Party Partner,Salaried,Graduate,Male,5,Manager,4.0,Married,23778,3.0,North,Yearly,1129.5,177324
3495,14.0,17.0,Agent,Salaried,Graduate,Male,4,Manager,6.0,Married,23867,4.0,West,Half Yearly,477.3333333333333,84966
3496,28.0,5.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Married,21239,6.0,North,Half Yearly,2336.5,331753
3497,13.0,10.0,Online,Small Business,Under Graduate,Female,4,Senior Manager,5.0,Married,22936,3.0,North,Half Yearly,669.2,75609
3498,10.0,8.0,Agent,Small Business,Under Graduate,Male,4,Executive,4.0,Married,21117,5.0,West,Half Yearly,633.5,121634
3499,25.0,15.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Single,21832,2.0,North,Half Yearly,1255.25,247302
3500,9.0,5.0,Agent,Small Business,Under Graduate,Male,4,Manager,4.0,Single,23555,7.0,West,Half Yearly,1177.75,208461
3501,7.0,9.0,Agent,Small Business,Under Graduate,Female,4,Manager,2.0,Married,23335,5.0,North,Half Yearly,1167.0,169179
3502,10.0,10.0,Agent,Salaried,Graduate,Female,5,Executive,5.0,Single,21294,2.0,West,Yearly,1022.2,150250
3503,13.0,26.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Married,20863,3.0,West,Half Yearly,2190.5,337354
3504,27.0,14.0,Agent,Small Business,Under Graduate,Male,5,Executive,5.0,Married,20726,1.0,North,Yearly,912.0,178741
3505,10.0,10.0,Agent,Salaried,Graduate,Male,4,Manager,2.0,Single,22565,5.0,West,Half Yearly,1241.0,220911
3506,22.0,5.0,Agent,Small Business,Under Graduate,Female,6,Senior Manager,4.0,Married,24994,2.0,West,Yearly,1345.75,259715
3507,13.0,20.0,Agent,Small Business,Diploma,Female,4,Senior Manager,2.0,Married,28879,16.0,West,Half Yearly,3321.0,488199
3508,24.0,6.0,Agent,Salaried,Graduate,Female,2,Senior Manager,4.0,Married,22890,2.0,West,Monthly,1529.5,219434
3509,19.0,28.0,Agent,Salaried,Post Graduate,Female,4,Manager,4.0,Married,23364,1.0,West,Half Yearly,1168.25,126165
3510,14.0,14.0,Online,Salaried,Graduate,Male,4,Executive,2.0,Married,21939,8.0,West,Half Yearly,2413.5,431979
3511,5.0,9.0,Agent,Small Business,Under Graduate,Male,4,Executive,2.0,Single,20893,3.0,West,Half Yearly,1149.0,189604
3512,22.0,22.0,Agent,Small Business,Under Graduate,Male,4,Executive,6.0,Single,20837,1.0,West,Half Yearly,729.3333333333334,128356
3513,14.0,22.0,Online,Salaried,Graduate,Male,4,VP,2.0,Single,37888,1.0,West,Half Yearly,3599.5,503910
3514,2.0,15.0,Third Party Partner,Small Business,Diploma,Male,4,Executive,6.0,Married,20247,2.0,West,Half Yearly,405.0,66005
3515,27.0,18.0,Agent,Small Business,Under Graduate,Female,5,Senior Manager,2.0,Married,26101,5.0,North,Yearly,2218.5,257356
3516,19.0,28.0,Third Party Partner,Salaried,Graduate,Female,4,Manager,5.0,Married,23588,3.0,North,Half Yearly,943.6,100956
3517,28.0,6.0,Online,Salaried,Graduate,Male,4,Manager,4.0,Married,24763,2.0,West,Half Yearly,1423.75,247753
3518,3.0,10.0,Agent,Small Business,Under Graduate,Male,4,Executive,2.0,Married,23244,8.0,West,Half Yearly,1743.5,261495
3519,8.0,47.0,Agent,Salaried,Graduate,Male,4,VP,4.0,Married,37337,3.0,West,Half Yearly,1960.25,197979
3520,12.0,3.0,Agent,Large Business,Engineer,Male,4,Executive,4.0,Married,20796,3.0,North,Half Yearly,779.75,141152
3521,18.0,14.0,Agent,Salaried,Graduate,Female,5,AVP,5.0,Married,21218,2.0,West,Yearly,704.6,79619
3522,24.0,10.0,Agent,Small Business,Diploma,Female,5,Manager,4.0,Married,25169,6.0,North,Yearly,1195.5,204435
3523,29.0,34.0,Online,Small Business,Diploma,Male,6,Manager,2.0,Married,23863,3.0,West,Yearly,2863.5,495396
3524,29.0,35.0,Agent,Salaried,Graduate,Male,5,Manager,5.0,Married,27395,12.0,West,Yearly,1150.6,228967
3525,13.0,13.0,Agent,Large Business,Engineer,Male,4,Executive,6.0,Single,20896,2.0,North,Half Yearly,696.5,98211
3526,13.0,13.0,Agent,Salaried,Graduate,Female,4,Senior Manager,2.0,Single,27294,1.0,West,Half Yearly,3139.0,477099
3527,8.0,23.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Married,23800,3.0,North,Half Yearly,1904.0,331296
3528,14.0,23.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,4.0,Married,25185,4.0,North,Half Yearly,1133.25,147332
3529,8.0,24.0,Agent,Small Business,Diploma,Female,5,Manager,2.0,Married,25109,5.0,North,Yearly,2008.5,381657
3530,9.0,28.0,Agent,Salaried,Graduate,Female,4,Manager,4.0,Single,23307,14.0,West,Half Yearly,1165.25,201605
3531,11.0,11.0,Agent,Salaried,Graduate,Male,5,Executive,4.0,Single,21266,10.0,West,Yearly,957.0,145459
3532,14.0,12.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,4.0,Married,24146,4.0,North,Half Yearly,724.5,100688
3533,9.0,17.0,Agent,Small Business,Under Graduate,Female,4,Executive,4.0,Married,20458,4.0,North,Half Yearly,716.0,97380
3534,12.0,6.0,Agent,Salaried,Graduate,Female,6,Executive,2.0,Married,21434,1.0,North,Yearly,1500.5,222056
3535,15.0,15.0,Agent,Salaried,Post Graduate,Male,5,Manager,5.0,Married,22482,1.0,West,Yearly,584.6,111061
3536,5.0,19.0,Agent,Small Business,Under Graduate,Female,5,Executive,6.0,Single,22242,1.0,North,Yearly,778.5,92638
3537,28.0,19.0,Agent,Small Business,Diploma,Male,5,Senior Manager,6.0,Married,21853,4.0,West,Yearly,781.6666666666666,105519
3538,26.0,17.0,Agent,Small Business,Diploma,Female,5,AVP,2.0,Married,23911,3.0,West,Yearly,2134.0,356404
3539,28.0,43.0,Online,Small Business,Under Graduate,Male,4,Manager,6.0,Single,28393,6.0,North,Half Yearly,1183.0,227144
3540,10.0,17.0,Agent,Salaried,Post Graduate,Female,5,Executive,4.0,Single,21423,1.0,East,Yearly,857.0,137964
3541,14.0,18.0,Third Party Partner,Small Business,Under Graduate,Male,2,Manager,2.0,Married,21028,4.0,West,Monthly,1787.5,223422
3542,5.0,19.0,Agent,Small Business,Under Graduate,Male,5,Senior Manager,6.0,Married,28448,1.0,West,Yearly,806.0,103977
3543,16.0,11.0,Agent,Salaried,Graduate,Male,2,Manager,5.0,Married,24599,1.0,West,Monthly,541.2,99035
3544,22.0,27.0,Third Party Partner,Small Business,Under Graduate,Male,5,Manager,5.0,Married,23847,16.0,North,Yearly,1097.0,185386
3545,11.0,3.0,Agent,Small Business,Under Graduate,Male,2,Manager,4.0,Married,22861,5.0,West,Monthly,685.75,69268
3546,18.0,37.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Single,24450,4.0,North,Half Yearly,3056.5,443156
3547,12.0,4.0,Third Party Partner,Salaried,Graduate,Male,5,Manager,5.0,Married,23587,1.0,North,Yearly,802.0,97838
3548,25.0,4.0,Agent,Salaried,Post Graduate,Male,5,Executive,4.0,Single,20547,1.0,North,Yearly,1027.25,114035
3549,3.0,19.0,Third Party Partner,Salaried,Graduate,Female,4,Executive,4.0,Married,21366,6.0,West,Half Yearly,801.25,129798
3550,24.0,8.0,Agent,Small Business,Under Graduate,Male,4,Executive,5.0,Married,21925,2.0,West,Half Yearly,789.4,123920
3551,16.0,16.0,Third Party Partner,Salaried,Graduate,Male,4,Executive,2.0,Single,21525,5.0,North,Half Yearly,2045.0,363988
3552,5.0,10.0,Agent,Small Business,Under Graduate,Female,2,Executive,6.0,Married,21127,1.0,West,Monthly,809.8333333333334,144156
3553,25.0,8.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Married,21150,11.0,North,Half Yearly,1057.5,145935
3554,17.0,10.0,Third Party Partner,Salaried,Graduate,Male,5,Senior Manager,4.0,Single,27983,2.0,West,Yearly,839.5,130121
3555,11.0,6.0,Agent,Small Business,Under Graduate,Male,4,Manager,4.0,Married,23694,14.0,North,Half Yearly,1421.75,177705
3556,8.0,8.0,Agent,Small Business,Under Graduate,Male,2,Executive,5.0,Married,20883,1.0,West,Monthly,543.0,100990
3557,14.0,5.0,Agent,Salaried,Graduate,Female,5,Manager,4.0,Single,22650,1.0,West,Yearly,679.5,73386
3558,14.0,3.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Married,21368,5.0,West,Half Yearly,854.75,118806
3559,5.0,19.0,Agent,Small Business,Under Graduate,Male,4,Executive,2.0,Married,21118,8.0,North,Half Yearly,2323.0,446012
3560,5.0,15.0,Agent,Salaried,Graduate,Male,5,Executive,4.0,Single,20485,2.0,West,Yearly,1229.0,221238
3561,36.0,30.0,Agent,Salaried,Graduate,Female,2,Senior Manager,6.0,Married,28437,12.0,West,Monthly,995.3333333333334,126402
3562,7.0,13.0,Agent,Salaried,Graduate,Male,2,Executive,5.0,Married,21755,1.0,North,Monthly,652.6,70486
3563,21.0,11.0,Online,Small Business,Under Graduate,Male,2,Executive,2.0,Married,21392,13.0,North,Monthly,2674.0,427840
3564,27.0,14.0,Agent,Salaried,Graduate,Female,5,AVP,2.0,Married,33884,14.0,North,Yearly,3388.5,579416
3565,23.0,11.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Single,22401,6.0,West,Half Yearly,1904.0,371296
3566,4.0,7.0,Online,Salaried,Post Graduate,Female,2,Manager,4.0,Married,22468,3.0,North,Monthly,561.75,58416
3567,17.0,10.0,Agent,Salaried,Graduate,Male,5,Executive,6.0,Single,21864,3.0,West,Yearly,583.0,97950
3568,35.0,29.0,Agent,Salaried,Graduate,Female,4,Senior Manager,5.0,Single,22813,12.0,West,Half Yearly,1157.2,216384
3569,25.0,15.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Single,19689,4.0,North,Half Yearly,2461.0,253496
3570,13.0,10.0,Agent,Small Business,Under Graduate,Male,4,Executive,6.0,Single,21417,1.0,West,Half Yearly,428.3333333333333,43262
3571,25.0,50.0,Agent,Salaried,Post Graduate,Female,4,VP,4.0,Married,37551,25.0,West,Half Yearly,2065.25,313926
3572,17.0,7.0,Third Party Partner,Salaried,Graduate,Female,6,Executive,6.0,Single,22376,2.0,North,Yearly,559.3333333333334,61534
3573,21.0,21.0,Agent,Small Business,Diploma,Male,4,Manager,5.0,Married,25282,6.0,West,Half Yearly,859.6,156445
3574,13.0,22.0,Agent,Small Business,Under Graduate,Female,5,Senior Manager,2.0,Married,28705,7.0,West,Yearly,2153.0,421963
3575,38.0,25.0,Agent,Small Business,Diploma,Female,4,VP,6.0,Single,37404,3.0,West,Half Yearly,1059.8333333333333,132472
3576,16.0,8.0,Agent,Small Business,Under Graduate,Male,4,Executive,2.0,Single,20953,2.0,North,Half Yearly,1990.5,344362
3577,36.0,30.0,Agent,Salaried,Post Graduate,Male,4,Manager,2.0,Married,24922,9.0,West,Half Yearly,2990.5,472521
3578,3.0,3.0,Agent,Small Business,Under Graduate,Male,5,Executive,4.0,Single,20663,1.0,West,Yearly,671.5,75213
3579,13.0,10.0,Agent,Large Business,Engineer,Male,4,Manager,2.0,Married,20543,2.0,West,Half Yearly,1643.5,295819
3580,10.0,26.0,Agent,Small Business,Under Graduate,Male,4,Executive,2.0,Married,20750,2.0,North,Half Yearly,2594.0,360531
3581,15.0,30.0,Agent,Small Business,Under Graduate,Female,2,Executive,4.0,Married,21102,8.0,North,Monthly,1266.0,184853
3582,17.0,25.0,Agent,Small Business,Diploma,Male,5,Executive,4.0,Married,21140,8.0,West,Yearly,1057.0,131068
3583,2.0,7.0,Agent,Small Business,Diploma,Female,4,Executive,2.0,Married,20471,1.0,North,Half Yearly,1126.0,218425
3584,10.0,30.0,Agent,Salaried,Graduate,Female,5,Executive,6.0,Married,21876,5.0,West,Yearly,838.5,164361
3585,19.0,24.0,Third Party Partner,Salaried,Graduate,Female,2,Manager,6.0,Married,23833,2.0,West,Monthly,794.5,110426
3586,4.0,20.0,Agent,Salaried,Post Graduate,Male,4,Executive,2.0,Married,20408,4.0,North,Half Yearly,2041.0,212243
3587,12.0,8.0,Agent,Salaried,Graduate,Female,4,Executive,6.0,Married,20798,8.0,West,Half Yearly,693.3333333333334,122015
3588,9.0,9.0,Agent,Salaried,Graduate,Male,6,Executive,4.0,Single,20750,1.0,West,Yearly,570.75,61057
3589,13.0,13.0,Third Party Partner,Salaried,Graduate,Male,4,Senior Manager,4.0,Single,27183,10.0,West,Half Yearly,1631.0,241385
3590,4.0,9.0,Third Party Partner,Small Business,Under Graduate,Female,4,Manager,2.0,Single,22468,1.0,West,Half Yearly,1123.5,203335
3591,39.0,6.0,Agent,Large Business,Engineer,Female,4,VP,4.0,Married,38002,2.0,West,Half Yearly,1615.0,177659
3592,18.0,15.0,Online,Small Business,Diploma,Male,4,Manager,4.0,Single,23025,1.0,North,Half Yearly,748.25,98029
3593,10.0,10.0,Agent,Salaried,Graduate,Male,4,Executive,5.0,Married,21479,1.0,North,Half Yearly,687.4,112721
3594,9.0,22.0,Third Party Partner,Small Business,Diploma,Male,4,Manager,2.0,Single,24229,1.0,North,Half Yearly,2180.5,407774
3595,5.0,18.0,Agent,Salaried,Graduate,Male,2,Executive,2.0,Married,20726,1.0,West,Monthly,2280.0,314620
3596,17.0,9.0,Agent,Salaried,Graduate,Male,5,Senior Manager,4.0,Single,23838,3.0,North,Yearly,715.25,128010
3597,12.0,24.0,Agent,Large Business,Engineer,Male,4,Executive,4.0,Single,21898,7.0,West,Half Yearly,985.5,165549
3598,36.0,12.0,Agent,Small Business,Diploma,Female,4,Manager,6.0,Married,23911,4.0,North,Half Yearly,996.3333333333334,146454
3599,14.0,7.0,Online,Small Business,Under Graduate,Male,5,Senior Manager,6.0,Married,28341,5.0,North,Yearly,1133.6666666666667,205188
3600,12.0,10.0,Agent,Small Business,Diploma,Female,5,Manager,2.0,Married,22614,5.0,West,Yearly,1244.0,226366
3601,15.0,31.0,Third Party Partner,Salaried,Graduate,Female,4,Senior Manager,2.0,Single,24302,1.0,North,Half Yearly,3830.0,700853
3602,12.0,29.0,Third Party Partner,Salaried,Graduate,Male,4,Senior Manager,6.0,Married,27526,9.0,North,Half Yearly,963.3333333333334,190755
3603,10.0,5.0,Agent,Small Business,Under Graduate,Female,4,Executive,6.0,Married,22471,1.0,East,Half Yearly,412.0,56439
3604,13.0,8.0,Agent,Salaried,Graduate,Male,4,Manager,2.0,Married,24372,1.0,West,Half Yearly,1340.5,253347
3605,5.0,3.0,Agent,Salaried,Graduate,Male,5,Manager,4.0,Married,24450,7.0,West,Yearly,672.5,85391
3606,12.0,18.0,Agent,Small Business,Under Graduate,Male,4,Manager,2.0,Married,24619,3.0,West,Half Yearly,1477.0,279179
3607,7.0,9.0,Third Party Partner,Salaried,Graduate,Female,4,Manager,2.0,Single,20863,1.0,West,Half Yearly,1147.5,143433
3608,19.0,22.0,Agent,Small Business,Under Graduate,Female,5,VP,4.0,Married,37197,1.0,West,Yearly,930.0,151577
3609,3.0,8.0,Agent,Salaried,Graduate,Female,4,Senior Manager,6.0,Single,26094,1.0,South,Half Yearly,434.8333333333333,83500
3610,17.0,9.0,Agent,Large Business,Engineer,Female,4,Senior Manager,4.0,Married,28553,6.0,West,Half Yearly,713.75,84231
3611,6.0,38.0,Agent,Small Business,Under Graduate,Female,4,AVP,4.0,Married,33213,38.0,West,Half Yearly,1577.5,171960
3612,25.0,21.0,Third Party Partner,Salaried,Graduate,Male,5,Manager,5.0,Single,24956,1.0,North,Yearly,848.6,85699
3613,11.0,6.0,Agent,Salaried,Graduate,Male,4,Senior Manager,6.0,Married,28181,2.0,West,Half Yearly,469.6666666666667,76088
3614,26.0,26.0,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,6.0,Married,20651,3.0,North,Half Yearly,722.8333333333334,92516
3615,13.0,17.0,Agent,Small Business,Under Graduate,Male,5,Executive,4.0,Married,21845,5.0,North,Yearly,1092.25,196605
3616,29.0,6.0,Third Party Partner,Salaried,Graduate,Female,5,Manager,4.0,Single,23930,7.0,West,Yearly,1435.75,172296
3617,18.0,18.0,Agent,Salaried,Graduate,Male,4,Executive,5.0,Married,21160,1.0,North,Half Yearly,719.4,120146
3618,3.0,16.0,Agent,Small Business,Under Graduate,Male,4,Executive,5.0,Single,20958,2.0,West,Half Yearly,545.0,74652
3619,4.0,24.0,Agent,Salaried,Graduate,Male,4,Manager,5.0,Married,24677,5.0,North,Half Yearly,789.6,146877
3620,27.0,32.0,Agent,Salaried,Graduate,Female,2,Executive,2.0,Married,21495,3.0,West,Monthly,2687.0,467516
3621,23.0,8.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Single,22881,2.0,North,Half Yearly,1945.0,278118
3622,3.0,3.0,Agent,Small Business,Diploma,Male,5,Manager,6.0,Single,22769,5.0,West,Yearly,417.5,43830
3623,11.0,23.0,Agent,Salaried,Post Graduate,Male,4,Senior Manager,6.0,Married,22150,2.0,West,Half Yearly,634.0,85595
3624,31.0,31.0,Agent,Small Business,Under Graduate,Male,4,Senior Manager,4.0,Single,26723,12.0,East,Half Yearly,1525.75,303623
3625,24.0,4.0,Agent,Small Business,Under Graduate,Male,4,Manager,5.0,Married,23478,2.0,North,Half Yearly,798.2,91000
3626,23.0,17.0,Agent,Salaried,Graduate,Male,5,Manager,2.0,Married,23583,7.0,West,Yearly,2830.0,455623
3627,20.0,15.0,Agent,Small Business,Under Graduate,Male,5,Executive,4.0,Single,21316,2.0,East,Yearly,1225.75,139726
3628,26.0,13.0,Agent,Salaried,Graduate,Male,4,Senior Manager,2.0,Married,28696,4.0,North,Half Yearly,2152.0,391700
3629,21.0,26.0,Online,Small Business,Under Graduate,Female,6,Manager,2.0,Married,23786,5.0,North,Yearly,2140.5,301844
3630,9.0,4.0,Agent,Small Business,Under Graduate,Male,4,Manager,5.0,Married,22782,3.0,North,Half Yearly,865.8,157560
3631,12.0,12.0,Agent,Salaried,Graduate,Male,6,Senior Manager,2.0,Single,25717,8.0,West,Yearly,2057.5,403242
3632,10.0,3.0,Agent,Large Business,Engineer,Male,4,Executive,6.0,Married,20779,2.0,North,Half Yearly,554.1666666666666,94752
3633,4.0,4.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Married,20532,1.0,North,Half Yearly,1026.5,174522
3634,10.0,30.0,Agent,Salaried,Graduate,Male,5,Manager,2.0,Married,22609,2.0,South,Yearly,2487.0,397918
3635,25.0,31.0,Agent,Small Business,Under Graduate,Male,5,Senior Manager,2.0,Single,28076,3.0,North,Yearly,3088.5,342808
3636,14.0,35.0,Third Party Partner,Salaried,Graduate,Male,5,AVP,5.0,Married,19808,3.0,North,Yearly,1406.2,161717
3637,10.0,14.0,Agent,Small Business,Diploma,Male,4,Manager,2.0,Single,23898,4.0,North,Half Yearly,1195.0,213887
3638,10.0,15.0,Agent,Small Business,Under Graduate,Female,5,Manager,5.0,Married,23666,8.0,North,Yearly,994.0,145120
3639,44.0,22.0,Third Party Partner,Small Business,Under Graduate,Male,5,Senior Manager,6.0,Married,20415,7.0,West,Yearly,1213.8333333333333,142008
3640,12.0,6.0,Agent,Small Business,Under Graduate,Male,4,Manager,4.0,Single,23467,5.0,West,Half Yearly,1466.75,196536
3641,26.0,19.0,Agent,Large Business,Engineer,Female,4,Senior Manager,4.0,Married,23440,13.0,West,Half Yearly,1600.25,297655
3642,23.0,28.0,Agent,Salaried,Post Graduate,Female,4,Manager,4.0,Married,23456,2.0,West,Half Yearly,1407.25,204067
3643,21.0,31.0,Online,Small Business,Under Graduate,Male,4,Manager,4.0,Married,22678,10.0,West,Half Yearly,1304.0,144742
3644,7.0,21.0,Agent,Small Business,Under Graduate,Male,4,AVP,4.0,Single,32329,21.0,West,Half Yearly,889.0,272589
3645,3.0,17.0,Online,Small Business,Under Graduate,Male,4,Manager,5.0,Married,20499,4.0,North,Half Yearly,697.0,122666
3646,3.0,13.0,Agent,Salaried,MBA,Male,4,Executive,6.0,Married,20530,1.0,North,Half Yearly,444.8333333333333,84960
3647,24.0,8.0,Agent,Salaried,Graduate,Male,4,Executive,6.0,Single,21413,8.0,North,Half Yearly,678.0,127478
3648,21.0,31.0,Third Party Partner,Salaried,Graduate,Female,5,Executive,2.0,Single,21383,2.0,North,Yearly,2566.0,477268
3649,4.0,22.0,Agent,Salaried,Post Graduate,Female,4,Manager,4.0,Single,23266,2.0,West,Half Yearly,930.75,139596
3650,30.0,15.0,Online,Salaried,Graduate,Male,5,Manager,2.0,Married,23620,12.0,North,Yearly,2480.0,270331
3651,34.0,34.0,Online,Salaried,MBA,Female,5,VP,2.0,Married,37301,14.0,West,Yearly,4289.5,772130
3652,15.0,15.0,Third Party Partner,Salaried,Graduate,Female,4,VP,5.0,Married,36629,1.0,North,Half Yearly,1465.2,149446
3653,17.0,17.0,Agent,Small Business,Diploma,Male,5,Manager,4.0,Single,24201,1.0,West,Yearly,847.0,110114
3654,15.0,5.0,Agent,Small Business,Under Graduate,Male,5,Executive,2.0,Married,21346,12.0,North,Yearly,2561.5,455950
3655,17.0,14.0,Agent,Small Business,Under Graduate,Female,4,Executive,2.0,Single,21328,1.0,West,Half Yearly,1706.0,220105
3656,12.0,6.0,Third Party Partner,Small Business,Under Graduate,Female,5,Senior Manager,6.0,Single,25941,1.0,East,Yearly,518.8333333333334,70040
